# power spectrum of hij
# redshift z=50.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.755596e-01   2.563625e-25   2.748289e-04   8.402581e-27   432
  4.767402e-01   2.341011e-25   2.161166e-04   8.151758e-27   440
  4.781114e-01   2.368441e-25   1.074739e-04   9.469945e-27   312
  4.786259e-01   2.163161e-25   1.610586e-04   7.354438e-27   480
  4.796813e-01   2.471538e-25   3.153497e-04   9.026584e-27   408
  4.812233e-01   2.719469e-25   1.888588e-04   1.063111e-26   360
  4.818747e-01   2.070299e-25   1.822418e-04   9.453492e-27   408
  4.830820e-01   2.092448e-25   1.854542e-04   7.982033e-27   456
  4.844414e-01   2.481470e-25   1.772485e-04   1.262941e-26   264
  4.851959e-01   2.374815e-25   1.923591e-04   8.394215e-27   384
  4.862943e-01   2.178128e-25   3.238501e-04   6.564585e-27   672
  4.875640e-01   2.350463e-25   1.937042e-04   1.336684e-26   240
  4.882967e-01   2.209218e-25   1.965613e-04   1.161635e-26   264
  4.893308e-01   1.847194e-25   2.424259e-04   5.636658e-27   624
  4.908739e-01   1.697273e-25   0.000000e+00   1.019044e-26   150
  4.914232e-01   2.143388e-25   2.716574e-04   6.280370e-27   600
  4.925819e-01   2.028521e-25   1.874909e-04   5.816398e-27   672
  4.938939e-01   1.960930e-25   1.763484e-04   8.149634e-27   336
  4.946248e-01   2.274360e-25   1.918157e-04   9.027003e-27   408
  4.957926e-01   1.994813e-25   1.913639e-04   7.327338e-27   408
  4.970915e-01   2.227033e-25   9.676385e-05   8.778750e-27   360
  4.978921e-01   1.813959e-25   3.552857e-04   6.542435e-27   456
  4.988592e-01   1.949552e-25   1.932065e-04   7.106521e-27   384
  5.000902e-01   1.747292e-25   1.783541e-04   7.365136e-27   348
  5.007554e-01   1.951842e-25   2.198754e-04   6.232810e-27   576
  5.020050e-01   2.015326e-25   1.810385e-04   6.593058e-27   504
  5.032833e-01   1.930070e-25   2.553443e-04   8.842010e-27   432
  5.043991e-01   1.898941e-25   3.473946e-04   5.951673e-27   576
  5.051948e-01   1.726000e-25   0.000000e+00   9.785113e-27   264
  5.064571e-01   1.841284e-25   2.764393e-04   5.152595e-27   768
  5.075549e-01   1.410538e-25   3.721752e-04   6.072950e-27   240
  5.084277e-01   1.723946e-25   3.282233e-04   9.231397e-27   192
  5.096990e-01   1.750846e-25   2.416124e-04   5.741010e-27   504
  5.106418e-01   2.062533e-25   3.255818e-04   7.038351e-27   590
  5.115460e-01   1.644931e-25   3.647966e-04   6.356348e-27   384
  5.126798e-01   1.520434e-25   3.048625e-04   5.423098e-27   504
  5.140486e-01   1.712317e-25   2.933830e-04   5.187945e-27   648
  5.153764e-01   1.675706e-25   7.967896e-05   5.969322e-27   504
  5.159117e-01   1.836495e-25   1.817627e-04   8.602744e-27   312
  5.168569e-01   1.734877e-25   2.618753e-04   5.888961e-27   576
  5.181545e-01   1.709836e-25   1.822405e-04   9.061780e-27   240
  5.189109e-01   1.564191e-25   1.841453e-04   5.593104e-27   552
  5.199816e-01   1.570312e-25   1.729082e-04   5.340440e-27   600
  5.215067e-01   1.503481e-25   2.111937e-04   4.905144e-27   600
  5.224237e-01   1.597641e-25   3.382099e-04   6.865249e-27   312
  5.233368e-01   1.680845e-25   2.945474e-04   6.676133e-27   480
  5.244775e-01   1.387770e-25   1.837693e-04   5.031121e-27   576
  5.254818e-01   1.664496e-25   2.959085e-04   6.277423e-27   408
  5.263729e-01   1.160504e-25   3.451909e-04   6.733085e-27   216
  5.275243e-01   1.539506e-25   2.643774e-04   5.029489e-27   516
  5.287578e-01   1.460775e-25   2.522429e-04   4.193172e-27   744
  5.300304e-01   1.632292e-25   1.684760e-04   6.053309e-27   462
  5.307494e-01   1.139085e-25   1.712315e-04   4.024594e-27   432
  5.318647e-01   1.220651e-25   1.588547e-04   3.579037e-27   648
